name,genre,year,score,votes,director,star
Swimming Pool,Crime,2003,6.7,43000.0,François Ozon,Charlotte Rampling
Cold Mountain,Adventure,2003,7.2,142000.0,Anthony Minghella,Jude Law
Cheaper by the Dozen,Comedy,2003,5.9,96000.0,Shawn Levy,Steve Martin
In the Cut,Mystery,2003,5.3,22000.0,Jane Campion,Meg Ryan
Secondhand Lions,Comedy,2003,7.5,54000.0,Tim McCanlies,Haley Joel Osment
Scary Movie 3,Comedy,2003,5.5,140000.0,David Zucker,Anna Faris
How to Lose a Guy in 10 Days,Comedy,2003,6.4,218000.0,Donald Petrie,Kate Hudson
The League of Extraordinary Gentlemen,Action,2003,5.8,171000.0,Stephen Norrington,Sean Connery
What a Girl Wants,Comedy,2003,5.8,61000.0,Dennie Gordon,Amanda Bynes
Bad Boys II,Action,2003,6.6,237000.0,Michael Bay,Will Smith
Open Range,Action,2003,7.4,68000.0,Kevin Costner,Kevin Costner
Mona Lisa Smile,Drama,2003,6.5,79000.0,Mike Newell,Julia Roberts
Freddy vs. Jason,Action,2003,5.7,113000.0,Ronny Yu,Robert Englund
Bruce Almighty,Comedy,2003,6.7,380000.0,Tom Shadyac,Jim Carrey
Dogville,Crime,2003,8.0,141000.0,Lars von Trier,Nicole Kidman
Elf,Adventure,2003,7.0,235000.0,Jon Favreau,Will Ferrell
Freaky Friday,Comedy,2003,6.2,129000.0,Mark Waters,Jamie Lee Curtis
Charlie's Angels: Full Throttle,Action,2003,4.9,123000.0,McG,Drew Barrymore
Legally Blonde 2,Comedy,2003,4.8,63000.0,Charles Herman-Wurmfeld,Reese Witherspoon
Dickie Roberts: Former Child Star,Comedy,2003,5.6,14000.0,Sam Weisman,David Spade
Anger Management,Comedy,2003,6.2,207000.0,Peter Segal,Jack Nicholson
Open Water,Adventure,2003,5.7,52000.0,Chris Kentis,Blanchard Ryan
Something's Gotta Give,Comedy,2003,6.7,115000.0,Nancy Meyers,Jack Nicholson
Girl with a Pearl Earring,Biography,2003,6.9,74000.0,Peter Webber,Scarlett Johansson
The Cat in the Hat,Adventure,2003,4.0,59000.0,Bo Welch,Mike Myers
Brother Bear,Animation,2003,6.8,101000.0,Aaron Blaise,Joaquin Phoenix
The Brown Bunny,Drama,2003,5.0,14000.0,Vincent Gallo,Vincent Gallo
Tears of the Sun,Action,2003,6.6,115000.0,Antoine Fuqua,Bruce Willis
Final Destination 2,Horror,2003,6.2,156000.0,David R. Ellis,A.J. Cook
21 Grams,Crime,2003,7.6,228000.0,Alejandro G. Iñárritu,Sean Penn
Intolerable Cruelty,Comedy,2003,6.2,93000.0,Joel Coen,George Clooney
Johnny English,Action,2003,6.2,152000.0,Peter Howitt,Rowan Atkinson
The Hunted,Action,2003,6.1,45000.0,William Friedkin,Tommy Lee Jones
Matchstick Men,Comedy,2003,7.3,126000.0,Ridley Scott,Nicolas Cage
Under the Tuscan Sun,Comedy,2003,6.8,49000.0,Audrey Wells,Diane Lane
Seabiscuit,Drama,2003,7.3,68000.0,Gary Ross,Tobey Maguire
American Wedding,Comedy,2003,6.3,198000.0,Jesse Dylan,Jason Biggs
Just Married,Comedy,2003,5.5,69000.0,Shawn Levy,Ashton Kutcher
High Tension,Horror,2003,6.8,69000.0,Alexandre Aja,Cécile de France
Lara Croft Tomb Raider: The Cradle of Life,Action,2003,5.6,132000.0,Jan de Bont,Angelina Jolie
Elephant,Crime,2003,7.2,88000.0,Gus Van Sant,Elias McConnell
Darkness Falls,Fantasy,2003,5.0,31000.0,Jonathan Liebesman,Chaney Kley
Spy Kids 3-D: Game Over,Action,2003,4.3,57000.0,Robert Rodriguez,Daryl Sabara
Gigli,Comedy,2003,2.5,46000.0,Martin Brest,Ben Affleck
Out of Time,Crime,2003,6.5,58000.0,Carl Franklin,Denzel Washington
The Core,Action,2003,5.5,95000.0,Jon Amiel,Aaron Eckhart
Dumb and Dumberer: When Harry Met Lloyd,Comedy,2003,3.4,38000.0,Troy Miller,Derek Richardson
Runaway Jury,Crime,2003,7.1,94000.0,Gary Fleder,John Cusack
Jeepers Creepers 2,Horror,2003,5.6,60000.0,Victor Salva,Jonathan Breck
Shanghai Knights,Action,2003,6.2,102000.0,David Dobkin,Jackie Chan
Dreamcatcher,Drama,2003,5.5,90000.0,Lawrence Kasdan,Morgan Freeman
"Spring, Summer, Fall, Winter... and Spring",Drama,2003,8.0,79000.0,Kim Ki-duk,Kim Ki-duk
Daddy Day Care,Comedy,2003,5.6,65000.0,Steve Carr,Eddie Murphy
Paycheck,Action,2003,6.3,105000.0,John Woo,Ben Affleck
Duplex,Comedy,2003,5.9,56000.0,Danny DeVito,Ben Stiller
Honey,Drama,2003,5.4,44000.0,Bille Woodruff,Jessica Alba
Wonderland,Crime,2003,6.6,22000.0,James Cox,Val Kilmer
The Haunted Mansion,Comedy,2003,5.1,44000.0,Rob Minkoff,Eddie Murphy
Sinbad: Legend of the Seven Seas,Animation,2003,6.7,51000.0,Patrick Gilmore,Brad Pitt
House of the Dead,Action,2003,2.1,36000.0,Uwe Boll,Jonathan Cherry
Gods and Generals,Biography,2003,6.3,16000.0,Ron Maxwell,Stephen Lang
House of Sand and Fog,Crime,2003,7.5,66000.0,Vadim Perelman,Jennifer Connelly
A Man Apart,Action,2003,6.1,46000.0,F. Gary Gray,Vin Diesel
The Station Agent,Comedy,2003,7.6,68000.0,Tom McCarthy,Peter Dinklage
Good Bye Lenin!,Comedy,2003,7.7,140000.0,Wolfgang Becker,Daniel Brühl
Basic,Action,2003,6.5,61000.0,John McTiernan,John Travolta
The Human Stain,Drama,2003,6.3,30000.0,Robert Benton,Anthony Hopkins
Grind,Adventure,2003,6.0,12000.0,Casey La Scala,Adam Brody
Gothika,Horror,2003,5.8,108000.0,Mathieu Kassovitz,Halle Berry
Agent Cody Banks,Action,2003,5.1,34000.0,Harald Zwart,Frankie Muniz
Ong-Bak: The Thai Warrior,Action,2003,7.2,72000.0,Prachya Pinkaew,Tony Jaa
Bad Santa,Comedy,2003,7.0,137000.0,Terry Zwigoff,Billy Bob Thornton
Shattered Glass,Drama,2003,7.1,34000.0,Billy Ray,Hayden Christensen
The Lizzie McGuire Movie,Adventure,2003,5.5,37000.0,Jim Fall,Hilary Duff
The Cooler,Drama,2003,6.9,33000.0,Wayne Kramer,William H. Macy
Cradle 2 the Grave,Action,2003,5.8,42000.0,Andrzej Bartkowiak,Jet Li
Uptown Girls,Comedy,2003,6.2,36000.0,Boaz Yakin,Brittany Murphy
A Mighty Wind,Comedy,2003,7.2,27000.0,Christopher Guest,Christopher Guest
Cold Creek Manor,Drama,2003,5.0,22000.0,Mike Figgis,Dennis Quaid
Calendar Girls,Comedy,2003,6.9,24000.0,Nigel Cole,Helen Mirren
Kal Ho Naa Ho,Comedy,2003,7.9,65000.0,Nikkhil Advani,Preity Zinta
View from the Top,Comedy,2003,5.3,26000.0,Bruno Barreto,Gwyneth Paltrow
Malibu's Most Wanted,Comedy,2003,5.2,19000.0,John Whitesell,Jamie Kennedy
Kangaroo Jack,Action,2003,4.4,30000.0,David McNally,Anthony Anderson
The Return,Drama,2003,8.0,44000.0,Andrey Zvyagintsev,Vladimir Garin
Radio,Biography,2003,6.9,39000.0,Michael Tollin,Cuba Gooding Jr.
The Recruit,Action,2003,6.6,131000.0,Roger Donaldson,Al Pacino
Coffee and Cigarettes,Comedy,2003,7.1,61000.0,Jim Jarmusch,Bill Murray
Young Adam,Crime,2003,6.4,13000.0,David Mackenzie,Ewan McGregor
Hollywood Homicide,Action,2003,5.3,36000.0,Ron Shelton,Harrison Ford
Evil,Drama,2003,7.8,36000.0,Mikael Håfström,Andreas Wilson
National Security,Action,2003,5.6,49000.0,Dennis Dugan,Martin Lawrence
The Triplets of Belleville,Animation,2003,7.8,51000.0,Sylvain Chomet,Michèle Caucheteux
Untold Scandal,Drama,2003,6.9,2200.0,Je-yong Lee,Mi-sook Lee
Twentynine Palms,Drama,2003,5.2,4400.0,Bruno Dumont,Yekaterina Golubeva
Stuck on You,Comedy,2003,5.7,52000.0,Bobby Farrelly,Matt Damon
Ned Kelly,Action,2003,6.5,26000.0,Gregor Jordan,Heath Ledger
Tokyo Godfathers,Animation,2003,7.8,33000.0,Satoshi Kon,Tôru Emori
Dorm Daze,Comedy,2003,4.6,7700.0,David Hillenbrand,Tatyana Ali
The Blind Swordsman: Zatoichi,Action,2003,7.5,48000.0,Takeshi Kitano,Takeshi Kitano
Bright Young Things,Comedy,2003,6.6,5400.0,Stephen Fry,Stephen Campbell Moore
Love Me If You Dare,Comedy,2003,7.6,68000.0,Yann Samuell,Guillaume Canet
Bulletproof Monk,Action,2003,5.5,48000.0,Paul Hunter,Chow Yun-Fat
Down with Love,Comedy,2003,6.3,40000.0,Peyton Reed,Ewan McGregor
Biker Boyz,Action,2003,4.7,13000.0,Reggie Rock Bythewood,Laurence Fishburne
The Green Butchers,Comedy,2003,7.3,21000.0,Anders Thomas Jensen,Nikolaj Lie Kaas
The Medallion,Action,2003,5.3,40000.0,Gordon Chan,Jackie Chan
American Splendor,Biography,2003,7.4,48000.0,Shari Springer Berman,Paul Giamatti
The Shape of Things,Comedy,2003,6.7,11000.0,Neil LaBute,Paul Rudd
Party Monster,Biography,2003,6.3,15000.0,Fenton Bailey,Macaulay Culkin
Bringing Down the House,Comedy,2003,5.6,35000.0,Adam Shankman,Steve Martin
Willard,Drama,2003,6.1,18000.0,Glen Morgan,Crispin Glover
Love Don't Cost a Thing,Comedy,2003,5.2,8200.0,Troy Byer,Nick Cannon
The Best of Youth,Drama,2003,8.5,21000.0,Marco Tullio Giordana,Luigi Lo Cascio
The in-Laws,Action,2003,5.7,16000.0,Andrew Fleming,Albert Brooks
Confidence,Crime,2003,6.7,34000.0,James Foley,Edward Burns
Latter Days,Comedy,2003,7.0,17000.0,C. Jay Cox,Wes Ramsey
Beyond Borders,Adventure,2003,6.5,26000.0,Martin Campbell,Clive Owen
It Runs in the Family,Comedy,2003,5.6,4700.0,Fred Schepisi,Kirk Douglas
Chasing Papi,Comedy,2003,4.8,4000.0,Linda Mendoza,Eduardo Verástegui
The Fighting Temptations,Comedy,2003,5.6,6900.0,Jonathan Lynn,Cuba Gooding Jr.
Anything Else,Comedy,2003,6.3,30000.0,Woody Allen,Woody Allen
I Capture the Castle,Drama,2003,6.9,7200.0,Tim Fywell,Romola Garai
Camp,Comedy,2003,6.2,5700.0,Todd Graff,Don Dixon
The Jungle Book 2,Animation,2003,5.4,15000.0,Steve Trenbirth,John Goodman
My Boss's Daughter,Comedy,2003,4.7,29000.0,David Zucker,Ashton Kutcher
A Guy Thing,Comedy,2003,5.6,17000.0,Chris Koch,Jason Lee
Intermission,Comedy,2003,6.8,15000.0,John Crowley,Cillian Murphy
All the Real Girls,Drama,2003,6.8,10000.0,David Gordon Green,Zooey Deschanel
From Justin to Kelly,Comedy,2003,2.1,25000.0,Robert Iscove,Kelly Clarkson
Owning Mahowny,Crime,2003,7.1,13000.0,Richard Kwietniowski,Philip Seymour Hoffman
Head of State,Comedy,2003,5.5,18000.0,Chris Rock,Chris Rock
The Singing Detective,Comedy,2003,5.5,8200.0,Keith Gordon,Robert Downey Jr.
Pieces of April,Comedy,2003,7.0,20000.0,Peter Hedges,Katie Holmes
Code 46,Drama,2003,6.2,20000.0,Michael Winterbottom,Tim Robbins
Time of the Wolf,Drama,2003,6.6,10000.0,Michael Haneke,Isabelle Huppert
Barely Legal,Comedy,2003,4.7,5900.0,David Mickey Evans,Erik von Detten
Nathalie...,Drama,2003,6.3,4500.0,Anne Fontaine,Fanny Ardant
The Order,Horror,2003,5.2,17000.0,Brian Helgeland,Heath Ledger
Gozu,Crime,2003,7.0,11000.0,Takashi Miike,Yûta Sone
Veronica Guerin,Biography,2003,6.9,20000.0,Joel Schumacher,Cate Blanchett
Shade,Crime,2003,6.3,12000.0,Damian Nieman,Joe Nicolo
The Mother,Drama,2003,6.8,4000.0,Roger Michell,Anne Reid
Sylvia,Biography,2003,6.3,10000.0,Christine Jeffs,Gwyneth Paltrow
Rugrats Go Wild,Animation,2003,5.6,7900.0,John Eng,Jodi Carlisle
The Divorce,Comedy,2003,4.9,11000.0,James Ivory,Kate Hudson
Luther,Biography,2003,6.6,15000.0,Eric Till,Joseph Fiennes
Pride and Prejudice,Comedy,2003,5.1,2500.0,Andrew Black,Kam Heskin
Saints and Soldiers,Action,2003,6.7,20000.0,Ryan Little,Corbin Allred
Carandiru,Drama,2003,7.6,19000.0,Hector Babenco,Enrique Diaz
Taxi 3,Action,2003,5.8,41000.0,Gérard Krawczyk,Samy Naceri
My Life Without Me,Drama,2003,7.5,24000.0,Isabel Coixet,Sarah Polley
The Company,Drama,2003,6.3,6300.0,Robert Altman,Neve Campbell
The Barbarian Invasions,Comedy,2003,7.6,29000.0,Denys Arcand,Rémy Girard
Good Boy,Comedy,2003,5.1,4100.0,John Hoffman,Liam Aiken
The United States of Leland,Drama,2003,7.0,23000.0,Matthew Ryan Hoge,Ryan Gosling
How to Deal,Comedy,2003,5.6,9300.0,Clare Kilner,Mandy Moore
It's All About Love,Drama,2003,5.4,8100.0,Thomas Vinterberg,Joaquin Phoenix
Masked and Anonymous,Comedy,2003,5.4,4500.0,Larry Charles,Bob Dylan
Control,Comedy,2003,7.6,25000.0,Nimród Antal,Sándor Csányi
The Girl Next Door,Comedy,2004,6.7,208000.0,Luke Greenfield,Emile Hirsch
EuroTrip,Comedy,2004,6.6,200000.0,Jeff Schaffer,Scott Mechlowicz
Dodgeball: A True Underdog Story,Comedy,2004,6.7,235000.0,Rawson Marshall Thurber,Ben Stiller
White Chicks,Comedy,2004,5.6,135000.0,Keenen Ivory Wayans,Marlon Wayans
Mean Girls,Comedy,2004,7.0,347000.0,Mark Waters,Lindsay Lohan
Harry Potter and the Prisoner of Azkaban,Adventure,2004,7.9,570000.0,Alfonso Cuarón,Daniel Radcliffe
Troy,Drama,2004,7.2,500000.0,Wolfgang Petersen,Brad Pitt
Eternal Sunshine of the Spotless Mind,Drama,2004,8.3,935000.0,Michel Gondry,Jim Carrey
Kill Bill: Vol. 2,Action,2004,8.0,702000.0,Quentin Tarantino,Uma Thurman
The Notebook,Drama,2004,7.8,534000.0,Nick Cassavetes,Gena Rowlands
The Terminal,Comedy,2004,7.4,421000.0,Steven Spielberg,Tom Hanks
Van Helsing,Action,2004,6.1,251000.0,Stephen Sommers,Hugh Jackman
The Incredibles,Animation,2004,8.0,673000.0,Brad Bird,Craig T. Nelson
Saw,Horror,2004,7.6,391000.0,James Wan,Cary Elwes
Collateral,Crime,2004,7.5,373000.0,Michael Mann,Tom Cruise
The Aviator,Biography,2004,7.5,342000.0,Martin Scorsese,Leonardo DiCaprio
Spider-Man 2,Action,2004,7.3,559000.0,Sam Raimi,Tobey Maguire
The Punisher,Action,2004,6.4,152000.0,Jonathan Hensleigh,Thomas Jane
"I, Robot",Action,2004,7.1,509000.0,Alex Proyas,Will Smith
Howl's Moving Castle,Animation,2004,8.2,350000.0,Hayao Miyazaki,Chieko Baishô
Spanglish,Comedy,2004,6.4,81000.0,James L. Brooks,Adam Sandler
Million Dollar Baby,Drama,2004,8.1,650000.0,Clint Eastwood,Hilary Swank
Shaun of the Dead,Comedy,2004,7.9,525000.0,Edgar Wright,Simon Pegg
The Village,Drama,2004,6.5,247000.0,M. Night Shyamalan,Sigourney Weaver
My Summer of Love,Drama,2004,6.7,20000.0,Pawel Pawlikowski,Natalie Press
The Butterfly Effect,Drama,2004,7.6,460000.0,Eric Bress,Ashton Kutcher
The Day After Tomorrow,Action,2004,6.4,424000.0,Roland Emmerich,Dennis Quaid
Layer Cake,Action,2004,7.3,171000.0,Matthew Vaughn,Daniel Craig
Napoleon Dynamite,Comedy,2004,6.9,204000.0,Jared Hess,Jon Heder
50 First Dates,Comedy,2004,6.8,335000.0,Peter Segal,Adam Sandler
Man on Fire,Action,2004,7.7,336000.0,Tony Scott,Denzel Washington
Downfall,Biography,2004,8.2,338000.0,Oliver Hirschbiegel,Bruno Ganz
13 Going on 30,Comedy,2004,6.2,174000.0,Gary Winick,Jennifer Garner
Shrek 2,Animation,2004,7.2,431000.0,Andrew Adamson,Mike Myers
Crash,Crime,2004,7.7,424000.0,Paul Haggis,Don Cheadle
The Bourne Supremacy,Action,2004,7.7,443000.0,Paul Greengrass,Matt Damon
Dawn of the Dead,Action,2004,7.3,243000.0,Zack Snyder,Sarah Polley
The Passion of the Christ,Drama,2004,7.2,221000.0,Mel Gibson,Jim Caviezel
Resident Evil: Apocalypse,Action,2004,6.2,190000.0,Alexander Witt,Milla Jovovich
Hellboy,Action,2004,6.8,312000.0,Guillermo del Toro,Ron Perlman
Anchorman: The Legend of Ron Burgundy,Comedy,2004,7.2,337000.0,Adam McKay,Will Ferrell
Walking Tall,Action,2004,6.3,72000.0,Kevin Bray,Dwayne Johnson
The Life Aquatic with Steve Zissou,Action,2004,7.3,185000.0,Wes Anderson,Bill Murray
A Series of Unfortunate Events,Adventure,2004,6.8,199000.0,Brad Silberling,Jim Carrey
The Machinist,Drama,2004,7.7,366000.0,Brad Anderson,Christian Bale
The Phantom of the Opera,Drama,2004,7.2,118000.0,Joel Schumacher,Gerard Butler
Closer,Drama,2004,7.2,207000.0,Mike Nichols,Natalie Portman
National Treasure,Action,2004,6.9,311000.0,Jon Turteltaub,Nicolas Cage
Alexander,Action,2004,5.6,165000.0,Oliver Stone,Colin Farrell
The Chronicles of Riddick,Action,2004,6.7,218000.0,David Twohy,Vin Diesel
9 Songs,Drama,2004,4.8,22000.0,Michael Winterbottom,Kieran O'Brien
The Manchurian Candidate,Drama,2004,6.6,107000.0,Jonathan Demme,Denzel Washington
King Arthur,Action,2004,6.3,162000.0,Antoine Fuqua,Clive Owen
Ocean's Twelve,Crime,2004,6.5,367000.0,Steven Soderbergh,George Clooney
Harold & Kumar Go to White Castle,Adventure,2004,7.0,185000.0,Danny Leiner,John Cho
Blade: Trinity,Action,2004,5.8,169000.0,David S. Goyer,Wesley Snipes
Alien vs. Predator,Action,2004,5.6,188000.0,Paul W.S. Anderson,Sanaa Lathan
Meet the Fockers,Comedy,2004,6.3,257000.0,Jay Roach,Ben Stiller
Sideways,Comedy,2004,7.5,183000.0,Alexander Payne,Paul Giamatti
Friday Night Lights,Action,2004,7.2,60000.0,Peter Berg,Billy Bob Thornton
Starsky & Hutch,Comedy,2004,6.1,141000.0,Todd Phillips,Ben Stiller
Shark Tale,Animation,2004,6.0,171000.0,Bibo Bergeron,Will Smith
Before Sunset,Drama,2004,8.1,244000.0,Richard Linklater,Ethan Hawke
Ella Enchanted,Comedy,2004,6.3,64000.0,Tommy O'Haver,Anne Hathaway
Primer,Drama,2004,6.9,101000.0,Shane Carruth,Shane Carruth
A Cinderella Story,Comedy,2004,5.9,83000.0,Mark Rosman,Hilary Duff
Along Came Polly,Comedy,2004,6.0,129000.0,John Hamburg,Ben Stiller
Somersault,Drama,2004,6.7,7600.0,Cate Shortland,Abbie Cornish
The SpongeBob SquarePants Movie,Animation,2004,7.1,82000.0,Stephen Hillenburg,Tom Kenny
Scooby-Doo 2: Monsters Unleashed,Adventure,2004,5.1,52000.0,Raja Gosnell,Freddie Prinze Jr.
The Ladykillers,Comedy,2004,6.2,101000.0,Ethan Coen,Tom Hanks
Hotel Rwanda,Biography,2004,8.1,340000.0,Terry George,Don Cheadle
Taking Lives,Crime,2004,6.2,84000.0,D.J. Caruso,Angelina Jolie
Kung Fu Hustle,Action,2004,7.7,130000.0,Stephen Chow,Stephen Chow
The Perfect Score,Comedy,2004,5.7,24000.0,Brian Robbins,Scarlett Johansson
Garden State,Comedy,2004,7.4,209000.0,Zach Braff,Zach Braff
The Princess Diaries 2: Royal Engagement,Comedy,2004,5.8,76000.0,Garry Marshall,Anne Hathaway
Twisted,Crime,2004,5.3,21000.0,Philip Kaufman,Ashley Judd
Catwoman,Action,2004,3.4,113000.0,Pitof,Halle Berry
Seed of Chucky,Comedy,2004,4.8,40000.0,Don Mancini,Jennifer Tilly
2046,Drama,2004,7.4,53000.0,Kar-Wai Wong,Tony Chiu-Wai Leung
Torque,Action,2004,4.1,27000.0,Joseph Kahn,Martin Henderson
Ray,Biography,2004,7.7,141000.0,Taylor Hackford,Jamie Foxx
Chasing Liberty,Comedy,2004,6.1,37000.0,Andy Cadiff,Mandy Moore
Secret Window,Drama,2004,6.5,186000.0,David Koepp,Johnny Depp
Bride & Prejudice,Comedy,2004,6.2,20000.0,Gurinder Chadha,Martin Henderson
Finding Neverland,Biography,2004,7.7,201000.0,Marc Forster,Johnny Depp
Team America: World Police,Action,2004,7.2,162000.0,Trey Parker,Trey Parker
Sleepover,Comedy,2004,5.4,16000.0,Joe Nussbaum,Alexa PenaVega
The Grudge,Horror,2004,5.9,140000.0,Takashi Shimizu,Sarah Michelle Gellar
Around the World in 80 Days,Action,2004,5.9,87000.0,Frank Coraci,Jackie Chan
Wimbledon,Comedy,2004,6.3,61000.0,Richard Loncraine,Kirsten Dunst
The Adventures of Sharkboy and Lavagirl 3-D,Action,2004,3.7,35000.0,Robert Rodriguez,Cayden Boyd
The Polar Express,Animation,2004,6.6,185000.0,Robert Zemeckis,Tom Hanks
Without a Paddle,Adventure,2004,5.9,45000.0,Steven Brill,Matthew Lillard
Miracle,Biography,2004,7.5,50000.0,Gavin O'Connor,Kurt Russell
Mindhunters,Crime,2004,6.4,59000.0,Renny Harlin,Val Kilmer
Mysterious Skin,Drama,2004,7.6,67000.0,Gregg Araki,Brady Corbet
The Prince and Me,Comedy,2004,5.9,38000.0,Martha Coolidge,Julia Stiles
Taxi,Action,2004,4.5,41000.0,Tim Story,Queen Latifah
Wicker Park,Drama,2004,7.0,53000.0,Paul McGuigan,Josh Hartnett
Cellular,Action,2004,6.5,95000.0,David R. Ellis,Kim Basinger
Kinsey,Biography,2004,7.1,48000.0,Bill Condon,Liam Neeson
Anacondas: The Hunt for the Blood Orchid,Action,2004,4.7,30000.0,Dwight H. Little,Morris Chestnut
The Heart Is Deceitful Above All Things,Drama,2004,6.4,6500.0,Asia Argento,Asia Argento
Confessions of a Teenage Drama Queen,Comedy,2004,4.7,28000.0,Sara Sugarman,Lindsay Lohan
Raising Helen,Comedy,2004,6.0,36000.0,Garry Marshall,Kate Hudson
Fat Albert,Comedy,2004,4.3,12000.0,Joel Zwick,Kenan Thompson
Sky Captain and the World of Tomorrow,Action,2004,6.0,83000.0,Kerry Conran,Gwyneth Paltrow
The Final Cut,Drama,2004,6.2,32000.0,Omar Naim,Robin Williams
The Stepford Wives,Comedy,2004,5.3,62000.0,Frank Oz,Nicole Kidman
Shall We Dance,Comedy,2004,6.1,45000.0,Peter Chelsom,Richard Gere
House of Flying Daggers,Action,2004,7.5,109000.0,Yimou Zhang,Ziyi Zhang
District B13,Action,2004,7.1,68000.0,Pierre Morel,Cyril Raffaelli
Dead Man's Shoes,Crime,2004,7.6,51000.0,Shane Meadows,Paddy Considine
After the Sunset,Action,2004,6.3,45000.0,Brett Ratner,Pierce Brosnan
A Very Long Engagement,Drama,2004,7.6,72000.0,Jean-Pierre Jeunet,Audrey Tautou
The Forgotten,Drama,2004,5.8,65000.0,Joseph Ruben,Julianne Moore
Flight of the Phoenix,Action,2004,6.1,52000.0,John Moore,Dennis Quaid
Saved!,Comedy,2004,6.7,45000.0,Brian Dannelly,Jena Malone
Garfield,Animation,2004,5.0,81000.0,Peter Hewitt,Breckin Meyer
In Good Company,Comedy,2004,6.4,54000.0,Paul Weitz,Dennis Quaid
First Daughter,Comedy,2004,5.1,21000.0,Forest Whitaker,Katie Holmes
Jersey Girl,Comedy,2004,6.2,64000.0,Kevin Smith,Ben Affleck
The Alamo,Drama,2004,6.0,20000.0,John Lee Hancock,Dennis Quaid
A Love Song for Bobby Long,Drama,2004,7.1,25000.0,Shainee Gabel,Scarlett Johansson
Raise Your Voice,Family,2004,5.9,27000.0,Sean McNamara,Hilary Duff
Hidalgo,Action,2004,6.7,79000.0,Joe Johnston,Viggo Mortensen
Bridget Jones: The Edge of Reason,Comedy,2004,6.0,109000.0,Beeban Kidron,Renée Zellweger
Mean Creek,Crime,2004,7.2,31000.0,Jacob Estes,Rory Culkin
Dirty Dancing: Havana Nights,Drama,2004,6.0,27000.0,Guy Ferland,Diego Luna
D.E.B.S.,Action,2004,5.3,15000.0,Angela Robinson,Sara Foster
The Motorcycle Diaries,Adventure,2004,7.8,98000.0,Walter Salles,Gael García Bernal
Club Dread,Comedy,2004,5.7,29000.0,Jay Chandrasekhar,Jay Chandrasekhar
Eros,Drama,2004,6.0,6400.0,Michelangelo Antonioni,Robert Downey Jr.
Bad Education,Crime,2004,7.4,57000.0,Pedro Almodóvar,Gael García Bernal
Soul Plane,Comedy,2004,4.5,22000.0,Jessy Terrero,Dwayne Adway
3-Iron,Crime,2004,8.0,52000.0,Kim Ki-duk,Seung-Yun Lee
Thunderbirds,Action,2004,4.3,13000.0,Jonathan Frakes,Bill Paxton
New York Minute,Comedy,2004,5.0,22000.0,Dennie Gordon,Mary-Kate Olsen
Birth,Drama,2004,6.2,35000.0,Jonathan Glazer,Nicole Kidman
Vanity Fair,Drama,2004,6.2,21000.0,Mira Nair,Reese Witherspoon
Exorcist: the Beginning,Horror,2004,5.1,34000.0,Renny Harlin,Stellan Skarsgård
A Dirty Shame,Comedy,2004,5.1,12000.0,John Waters,Tracey Ullman
Swades,Drama,2004,8.2,86000.0,Ashutosh Gowariker,Shah Rukh Khan
I Heart Huckabees,Comedy,2004,6.6,63000.0,David O. Russell,Jason Schwartzman
The Sea Inside,Biography,2004,8.0,79000.0,Alejandro Amenábar,Javier Bardem
The Door in the Floor,Comedy,2004,6.7,15000.0,Tod Williams,Jeff Bridges
The Whole Ten Yards,Comedy,2004,5.5,55000.0,Howard Deutch,Bruce Willis
Envy,Comedy,2004,4.8,30000.0,Barry Levinson,Ben Stiller
Alfie,Comedy,2004,6.2,51000.0,Charles Shyer,Jude Law
Superbabies: Baby Geniuses 2,Comedy,2004,1.9,30000.0,Bob Clark,Jon Voight
Nobody Knows,Drama,2004,8.1,26000.0,Hirokazu Koreeda,Yûya Yagira
Black Friday,Action,2004,8.5,20000.0,Anurag Kashyap,Kay Kay Menon
Johnson Family Vacation,Comedy,2004,4.5,7400.0,Christopher Erskin,Cedric the Entertainer
The Chorus,Comedy,2004,7.9,59000.0,Christophe Barratier,Gérard Jugnot
The Woodsman,Drama,2004,7.2,33000.0,Nicole Kassell,Kevin Bacon
Three... Extremes,Horror,2004,7.0,19000.0,Fruit Chan,Bai Ling
Spartan,Action,2004,6.5,29000.0,David Mamet,Val Kilmer
Home on the Range,Animation,2004,5.4,21000.0,Will Finn,Judi Dench
Christmas with the Kranks,Comedy,2004,5.4,45000.0,Joe Roth,Tim Allen
Win a Date with Tad Hamilton!,Comedy,2004,5.6,27000.0,Robert Luketic,Kate Bosworth
Night Watch,Action,2004,6.4,53000.0,Timur Bekmambetov,Konstantin Khabenskiy
The Merchant of Venice,Drama,2004,7.0,36000.0,Michael Radford,Al Pacino
Ladder 49,Action,2004,6.5,55000.0,Jay Russell,Joaquin Phoenix
The Libertine,Biography,2004,6.3,35000.0,Laurence Dunmore,Johnny Depp
Ma mère,Drama,2004,5.1,6600.0,Christophe Honoré,Isabelle Huppert
You Got Served,Drama,2004,3.9,26000.0,Chris Stokes,Omarion
A Good Woman,Drama,2004,6.5,12000.0,Mike Barker,Helen Hunt
Beyond the Sea,Biography,2004,6.7,15000.0,Kevin Spacey,Kevin Spacey
Ladies in Lavender,Drama,2004,7.0,11000.0,Charles Dance,Judi Dench
Eulogy,Comedy,2004,6.5,8700.0,Michael Clancy,Ray Romano
Before the Fall,Drama,2004,7.4,15000.0,Dennis Gansel,Max Riemelt
