name,genre,year,score,votes,director,star
Saving Face,Comedy,2004,7.4,11000.0,Alice Wu,Joan Chen
The Big Bounce,Comedy,2004,4.9,18000.0,George Armitage,Owen Wilson
Veer-Zaara,Drama,2004,7.8,50000.0,Yash Chopra,Shah Rukh Khan
Little Black Book,Comedy,2004,5.3,18000.0,Nick Hurran,Brittany Murphy
Laws of Attraction,Comedy,2004,5.9,23000.0,Peter Howitt,Pierce Brosnan
Undertow,Drama,2004,6.6,8600.0,David Gordon Green,Jamie Bell
Head in the Clouds,Drama,2004,6.6,15000.0,John Duigan,Charlize Theron
Maria Full of Grace,Crime,2004,7.4,34000.0,Joshua Marston,Catalina Sandino Moreno
Vera Drake,Crime,2004,7.6,24000.0,Mike Leigh,Imelda Staunton
Millions,Comedy,2004,6.9,25000.0,Danny Boyle,Alex Etel
It's All Gone Pete Tong,Biography,2004,7.3,20000.0,Michael Dowse,Paul Kaye
Catch That Kid,Action,2004,5.2,9800.0,Bart Freundlich,Kristen Stewart
Lakshya,Action,2004,7.9,22000.0,Farhan Akhtar,Hrithik Roshan
Main Hoon Na,Action,2004,7.0,33000.0,Farah Khan,Shah Rukh Khan
Tae Guk Gi: The Brotherhood of War,Action,2004,8.0,38000.0,Je-kyu Kang,Jang Dong-Gun
Lila dit ça,Crime,2004,6.9,4800.0,Ziad Doueiri,Vahina Giocante
Five Times Two,Drama,2004,6.6,9100.0,François Ozon,Valeria Bruni Tedeschi
She Hate Me,Comedy,2004,5.3,7500.0,Spike Lee,Anthony Mackie
Mind Game,Animation,2004,7.8,8700.0,Masaaki Yuasa,Kôji Imada
As It Is in Heaven,Comedy,2004,7.5,17000.0,Kay Pollak,Michael Nyqvist
Palindromes,Comedy,2004,6.7,12000.0,Todd Solondz,Jennifer Jason Leigh
Dhoom,Action,2004,6.7,19000.0,Sanjay Gadhvi,Abhishek Bachchan
Welcome to Mooseport,Comedy,2004,5.2,12000.0,Donald Petrie,Gene Hackman
Ghost in the Shell 2: Innocence,Animation,2004,7.5,37000.0,Mamoru Oshii,Akio Ôtsuka
Clifford's Really Big Movie,Animation,2004,5.4,822.0,Robert C. Ramirez,John Ritter
Summer Storm,Comedy,2004,7.2,14000.0,Marco Kreuzpaintner,Robert Stadlober
Melinda and Melinda,Comedy,2004,6.4,31000.0,Woody Allen,Will Ferrell
Harry Potter and the Goblet of Fire,Adventure,2005,7.7,566000.0,Mike Newell,Daniel Radcliffe
The 40-Year-Old Virgin,Comedy,2005,7.1,407000.0,Judd Apatow,Steve Carell
Memoirs of a Geisha,Drama,2005,7.3,141000.0,Rob Marshall,Ziyi Zhang
Pride & Prejudice,Drama,2005,7.8,269000.0,Joe Wright,Keira Knightley
Batman Begins,Action,2005,8.2,1300000.0,Christopher Nolan,Christian Bale
The Descent,Adventure,2005,7.2,207000.0,Neil Marshall,Shauna Macdonald
Brokeback Mountain,Drama,2005,7.7,333000.0,Ang Lee,Jake Gyllenhaal
Sin City,Crime,2005,8.0,745000.0,Frank Miller,Mickey Rourke
Charlie and the Chocolate Factory,Adventure,2005,6.6,441000.0,Tim Burton,Johnny Depp
V for Vendetta,Action,2005,8.1,1100000.0,James McTeigue,Hugo Weaving
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,2005,6.9,375000.0,Andrew Adamson,Tilda Swinton
Wedding Crashers,Comedy,2005,6.9,339000.0,David Dobkin,Owen Wilson
War of the Worlds,Adventure,2005,6.5,424000.0,Steven Spielberg,Tom Cruise
Kingdom of Heaven,Action,2005,7.2,272000.0,Ridley Scott,Orlando Bloom
Constantine,Action,2005,7.0,317000.0,Francis Lawrence,Keanu Reeves
Star Wars: Episode III - Revenge of the Sith,Action,2005,7.5,729000.0,George Lucas,Hayden Christensen
King Kong,Action,2005,7.2,403000.0,Peter Jackson,Naomi Watts
The Hitchhiker's Guide to the Galaxy,Adventure,2005,6.7,190000.0,Garth Jennings,Martin Freeman
Fantastic Four,Action,2005,5.7,316000.0,Tim Story,Ioan Gruffudd
Green Street Hooligans,Crime,2005,7.4,144000.0,Lexi Alexander,Elijah Wood
Serenity,Action,2005,7.8,287000.0,Joss Whedon,Nathan Fillion
Mr. & Mrs. Smith,Action,2005,6.5,461000.0,Doug Liman,Brad Pitt
The Island,Action,2005,6.8,304000.0,Michael Bay,Scarlett Johansson
Waiting...,Comedy,2005,6.7,93000.0,Rob McKittrick,Ryan Reynolds
Match Point,Drama,2005,7.6,209000.0,Woody Allen,Scarlett Johansson
Hostel,Horror,2005,5.9,172000.0,Eli Roth,Jay Hernandez
Sky High,Adventure,2005,6.2,81000.0,Mike Mitchell,Kurt Russell
Assault on Precinct 13,Action,2005,6.3,75000.0,Jean-François Richet,Ethan Hawke
Madagascar,Animation,2005,6.9,376000.0,Eric Darnell,Chris Rock
Hard Candy,Drama,2005,7.1,156000.0,David Slade,Patrick Wilson
The Sisterhood of the Traveling Pants,Comedy,2005,6.5,56000.0,Ken Kwapis,Amber Tamblyn
The Longest Yard,Comedy,2005,6.4,167000.0,Peter Segal,Adam Sandler
Red Eye,Thriller,2005,6.5,115000.0,Wes Craven,Rachel McAdams
House of Wax,Horror,2005,5.4,118000.0,Jaume Collet-Serra,Chad Michael Murray
Four Brothers,Action,2005,6.8,138000.0,John Singleton,Mark Wahlberg
The Dukes of Hazzard,Comedy,2005,5.1,76000.0,Jay Chandrasekhar,Seann William Scott
The Interpreter,Crime,2005,6.4,101000.0,Sydney Pollack,Nicole Kidman
Walk the Line,Biography,2005,7.8,239000.0,James Mangold,Joaquin Phoenix
Lords of Dogtown,Biography,2005,7.1,53000.0,Catherine Hardwicke,Heath Ledger
Munich,Action,2005,7.5,216000.0,Steven Spielberg,Eric Bana
Kiss Kiss Bang Bang,Comedy,2005,7.5,219000.0,Shane Black,Robert Downey Jr.
The Constant Gardener,Drama,2005,7.4,135000.0,Fernando Meirelles,Ralph Fiennes
The Pacifier,Action,2005,5.6,90000.0,Adam Shankman,Vin Diesel
A History of Violence,Drama,2005,7.4,228000.0,David Cronenberg,Viggo Mortensen
The Devil's Rejects,Horror,2005,6.8,95000.0,Rob Zombie,Sid Haig
Hitch,Comedy,2005,6.6,301000.0,Andy Tennant,Will Smith
Mirrormask,Adventure,2005,6.8,22000.0,Dave McKean,Stephanie Leonidas
Rent,Drama,2005,6.9,49000.0,Chris Columbus,Taye Diggs
Robots,Animation,2005,6.3,137000.0,Chris Wedge,Ewan McGregor
Jarhead,Action,2005,7.0,179000.0,Sam Mendes,Jake Gyllenhaal
Into the Blue,Action,2005,5.9,74000.0,John Stockwell,Paul Walker
Saw II,Horror,2005,6.6,239000.0,Darren Lynn Bousman,Donnie Wahlberg
Revolver,Action,2005,6.4,92000.0,Guy Ritchie,Jason Statham
Flightplan,Drama,2005,6.3,155000.0,Robert Schwentke,Jodie Foster
Coach Carter,Biography,2005,7.3,133000.0,Thomas Carter,Samuel L. Jackson
Dark Water,Drama,2005,5.6,60000.0,Walter Salles,Jennifer Connelly
Lord of War,Action,2005,7.6,300000.0,Andrew Niccol,Nicolas Cage
Zathura: A Space Adventure,Action,2005,6.2,97000.0,Jon Favreau,Josh Hutcherson
The Quiet,Crime,2005,6.2,16000.0,Jamie Babbit,Camilla Belle
The Amityville Horror,Horror,2005,6.0,107000.0,Andrew Douglas,Ryan Reynolds
Be Cool,Comedy,2005,5.6,68000.0,F. Gary Gray,John Travolta
Just Friends,Comedy,2005,6.2,109000.0,Roger Kumble,Ryan Reynolds
"Yours, Mine & Ours",Comedy,2005,5.5,27000.0,Raja Gosnell,Dennis Quaid
Cinderella Man,Biography,2005,8.0,179000.0,Ron Howard,Russell Crowe
Nanny McPhee,Comedy,2005,6.6,70000.0,Kirk Jones,Emma Thompson
The Brothers Grimm,Action,2005,5.9,118000.0,Terry Gilliam,Matt Damon
Sahara,Action,2005,6.0,94000.0,Breck Eisner,Matthew McConaughey
Corpse Bride,Animation,2005,7.3,251000.0,Tim Burton,Johnny Depp
Transporter 2,Action,2005,6.3,195000.0,Louis Leterrier,Jason Statham
Two for the Money,Crime,2005,6.3,44000.0,D.J. Caruso,Matthew McConaughey
The New World,Biography,2005,6.7,84000.0,Terrence Malick,Colin Farrell
Brick,Action,2005,7.3,103000.0,Rian Johnson,Joseph Gordon-Levitt
Wolf Creek,Horror,2005,6.2,69000.0,Greg McLean,Nathan Phillips
Breakfast on Pluto,Comedy,2005,7.2,21000.0,Neil Jordan,Cillian Murphy
The Exorcism of Emily Rose,Drama,2005,6.7,122000.0,Scott Derrickson,Laura Linney
Elektra,Action,2005,4.7,89000.0,Rob Bowman,Jennifer Garner
Doom,Action,2005,5.2,110000.0,Andrzej Bartkowiak,Karl Urban
The Legend of Zorro,Action,2005,6.0,95000.0,Martin Campbell,Antonio Banderas
Cheaper by the Dozen 2,Adventure,2005,5.5,56000.0,Adam Shankman,Steve Martin
Æon Flux,Action,2005,5.5,125000.0,Karyn Kusama,Charlize Theron
Son of the Mask,Comedy,2005,2.2,53000.0,Lawrence Guterman,Jamie Kennedy
Rumor Has It...,Comedy,2005,5.5,55000.0,Rob Reiner,Jennifer Aniston
The Producers,Comedy,2005,6.3,42000.0,Susan Stroman,Nathan Lane
The Ringer,Comedy,2005,5.8,36000.0,Barry W. Blaustein,Johnny Knoxville
Kicking & Screaming,Comedy,2005,5.6,37000.0,Jesse Dylan,Will Ferrell
The Cave,Action,2005,5.1,36000.0,Bruce Hunt,Piper Perabo
Lady Vengeance,Crime,2005,7.6,74000.0,Park Chan-Wook,Nam-mi Kang
Broken Flowers,Comedy,2005,7.2,100000.0,Jim Jarmusch,Bill Murray
Fun with Dick and Jane,Comedy,2005,6.2,139000.0,Dean Parisot,Jim Carrey
Imagine Me & You,Comedy,2005,6.8,31000.0,Ol Parker,Piper Perabo
The Family Stone,Comedy,2005,6.3,63000.0,Thomas Bezucha,Dermot Mulroney
Just Like Heaven,Comedy,2005,6.7,101000.0,Mark Waters,Reese Witherspoon
Capote,Biography,2005,7.3,128000.0,Bennett Miller,Philip Seymour Hoffman
The Skeleton Key,Drama,2005,6.5,108000.0,Iain Softley,Kate Hudson
The Squid and the Whale,Comedy,2005,7.3,80000.0,Noah Baumbach,Owen Kline
Land of the Dead,Horror,2005,6.2,93000.0,George A. Romero,John Leguizamo
Man of the House,Comedy,2005,5.4,23000.0,Stephen Herek,Tommy Lee Jones
Elizabethtown,Comedy,2005,6.4,68000.0,Cameron Crowe,Orlando Bloom
Chicken Little,Animation,2005,5.7,88000.0,Mark Dindal,Zach Braff
Monster-in-Law,Comedy,2005,5.6,58000.0,Robert Luketic,Jennifer Lopez
Domino,Action,2005,5.9,65000.0,Tony Scott,Keira Knightley
The Ring Two,Horror,2005,5.4,93000.0,Hideo Nakata,Naomi Watts
London,Drama,2005,6.5,23000.0,Hunter Richards,Jessica Biel
Deuce Bigalow: European Gigolo,Comedy,2005,4.7,49000.0,Mike Bigelow,Rob Schneider
Harsh Times,Action,2005,6.9,64000.0,David Ayer,Christian Bale
Diary of a Mad Black Woman,Comedy,2005,5.8,14000.0,Darren Grant,Kimberly Elise
Herbie Fully Loaded,Adventure,2005,4.8,46000.0,Angela Robinson,Lindsay Lohan
Wallace & Gromit: The Curse of the Were-Rabbit,Animation,2005,7.4,128000.0,Steve Box,Peter Sallis
Casanova,Adventure,2005,6.5,53000.0,Lasse Hallström,Heath Ledger
The Jacket,Drama,2005,7.1,110000.0,John Maybury,Adrien Brody
The Wedding Date,Comedy,2005,6.2,50000.0,Clare Kilner,Dermot Mulroney
Thank You for Smoking,Comedy,2005,7.6,215000.0,Jason Reitman,Aaron Eckhart
Hide and Seek,Drama,2005,6.0,83000.0,John Polson,Robert De Niro
Cursed,Comedy,2005,5.0,31000.0,Wes Craven,Christina Ricci
Miss Congeniality 2: Armed & Fabulous,Action,2005,5.1,71000.0,John Pasquin,Sandra Bullock
Bad News Bears,Comedy,2005,5.8,21000.0,Richard Linklater,Billy Bob Thornton
Fever Pitch,Comedy,2005,6.2,43000.0,Bobby Farrelly,Drew Barrymore
Kinky Boots,Comedy,2005,7.1,19000.0,Julian Jarrold,Chiwetel Ejiofor
xXx: State of the Union,Action,2005,4.5,68000.0,Lee Tamahori,Ice Cube
Syriana,Drama,2005,6.9,127000.0,Stephen Gaghan,George Clooney
North Country,Drama,2005,7.3,41000.0,Niki Caro,Charlize Theron
Derailed,Crime,2005,6.6,72000.0,Mikael Håfström,Clive Owen
Romance & Cigarettes,Comedy,2005,6.2,12000.0,John Turturro,James Gandolfini
The Perfect Man,Comedy,2005,5.5,29000.0,Mark Rosman,Hilary Duff
Unleashed,Action,2005,7.0,100000.0,Louis Leterrier,Jet Li
Hostage,Action,2005,6.5,108000.0,Florent-Emilio Siri,Bruce Willis
The Greatest Game Ever Played,Biography,2005,7.4,29000.0,Bill Paxton,Shia LaBeouf
Caché (Hidden),Drama,2005,7.3,76000.0,Michael Haneke,Daniel Auteuil
Get Rich or Die Tryin',Biography,2005,5.4,45000.0,Jim Sheridan,50 Cent
Bewitched,Comedy,2005,4.8,70000.0,Nora Ephron,Nicole Kidman
Hoodwinked,Animation,2005,6.4,58000.0,Cory Edwards,Anne Hathaway
Adam's Apples,Comedy,2005,7.8,47000.0,Anders Thomas Jensen,Ulrich Thomsen
BloodRayne,Action,2005,2.9,34000.0,Uwe Boll,Kristanna Loken
The Three Burials of Melquiades Estrada,Adventure,2005,7.4,39000.0,Tommy Lee Jones,Tommy Lee Jones
Feast,Action,2005,6.3,30000.0,John Gulager,Navi Rawat
Goal! The Dream Begins,Adventure,2005,6.7,61000.0,Danny Cannon,Kuno Becker
The Notorious Bettie Page,Biography,2005,6.5,11000.0,Mary Harron,Gretchen Mol
Man-Thing,Action,2005,4.0,6100.0,Brett Leonard,Jack Thompson
"Good Night, and Good Luck.",Biography,2005,7.4,95000.0,George Clooney,David Strathairn
Ice Princess,Comedy,2005,6.0,26000.0,Tim Fywell,Michelle Trachtenberg
A Lot Like Love,Comedy,2005,6.6,68000.0,Nigel Cole,Ashton Kutcher
Cry Wolf,Drama,2005,5.8,26000.0,Jeff Wadlow,Julian Morris
The Proposition,Crime,2005,7.3,51000.0,John Hillcoat,Ray Winstone
The World's Fastest Indian,Biography,2005,7.8,53000.0,Roger Donaldson,Anthony Hopkins
Stealth,Action,2005,5.1,52000.0,Rob Cohen,Josh Lucas
Hustle & Flow,Crime,2005,7.3,39000.0,Craig Brewer,Terrence Howard
The Matador,Comedy,2005,6.7,44000.0,Richard Shepard,Pierce Brosnan
In Her Shoes,Comedy,2005,6.4,60000.0,Curtis Hanson,Toni Collette
The Fog,Horror,2005,3.7,35000.0,Rupert Wainwright,Tom Welling
Because of Winn-Dixie,Comedy,2005,6.3,11000.0,Wayne Wang,AnnaSophia Robb
Where the Truth Lies,Crime,2005,6.5,17000.0,Atom Egoyan,Kevin Bacon
Must Love Dogs,Comedy,2005,5.9,31000.0,Gary David Goldberg,Diane Lane
Guess Who,Comedy,2005,5.9,41000.0,Kevin Rodney Sullivan,Ashton Kutcher
The Ballad of Jack and Rose,Drama,2005,6.6,11000.0,Rebecca Miller,Daniel Day-Lewis
Stay,Drama,2005,6.8,77000.0,Marc Forster,Ewan McGregor
The Great Raid,Action,2005,6.7,21000.0,John Dahl,Benjamin Bratt
Venom,Horror,2005,4.6,9700.0,Jim Gillespie,Agnes Bruckner
Tideland,Drama,2005,6.5,32000.0,Terry Gilliam,Jeff Bridges
Roll Bounce,Comedy,2005,6.2,6800.0,Malcolm D. Lee,Shad Moss
Alone in the Dark,Action,2005,2.4,42000.0,Uwe Boll,Christian Slater
An American Haunting,Drama,2005,5.1,25000.0,Courtney Solomon,Donald Sutherland
Supercross,Action,2005,4.3,4400.0,Steve Boyum,Steve Howey
Oliver Twist,Crime,2005,6.8,32000.0,Roman Polanski,Barney Clark
White Noise,Drama,2005,5.5,48000.0,Geoffrey Sax,Michael Keaton
Are We There Yet?,Adventure,2005,4.7,30000.0,Brian Levant,Ice Cube
The Protector,Action,2005,7.1,36000.0,Prachya Pinkaew,Tony Jaa
Proof,Drama,2005,6.7,44000.0,John Madden,Gwyneth Paltrow
Last Days,Drama,2005,5.8,22000.0,Gus Van Sant,Michael Pitt
Racing Stripes,Adventure,2005,5.2,16000.0,Frederik Du Chau,Frankie Muniz
A Sound of Thunder,Action,2005,4.2,19000.0,Peter Hyams,Edward Burns
The Weather Man,Comedy,2005,6.5,78000.0,Gore Verbinski,Nicolas Cage
Keeping Mum,Comedy,2005,6.8,34000.0,Niall Johnson,Rowan Atkinson
Angel-A,Comedy,2005,7.1,33000.0,Luc Besson,Rie Rasmussen
An Unfinished Life,Drama,2005,7.0,29000.0,Lasse Hallström,Jennifer Lopez
Boogeyman,Drama,2005,4.2,30000.0,Stephen Kay,Barry Watson
Fierce People,Drama,2005,6.5,6600.0,Griffin Dunne,Diane Lane
Asylum,Drama,2005,6.1,4900.0,David Mackenzie,Natasha Richardson
Me and You and Everyone We Know,Comedy,2005,7.3,36000.0,Miranda July,John Hawkes
Transamerica,Adventure,2005,7.4,41000.0,Duncan Tucker,Felicity Huffman
The Lost City,Drama,2005,6.6,9300.0,Andy Garcia,Andy Garcia
Beauty Shop,Comedy,2005,5.6,17000.0,Bille Woodruff,Queen Latifah
The Upside of Anger,Comedy,2005,6.8,21000.0,Mike Binder,Joan Allen
The Chumscrubber,Comedy,2005,6.9,18000.0,Arie Posin,Jamie Bell
The Man,Action,2005,5.6,25000.0,Les Mayfield,Samuel L. Jackson
Valiant,Animation,2005,5.5,22000.0,Gary Chapman,Ewan McGregor
Prime,Comedy,2005,6.2,40000.0,Ben Younger,Uma Thurman
Manderlay,Drama,2005,7.3,23000.0,Lars von Trier,Bryce Dallas Howard
Junebug,Comedy,2005,6.9,22000.0,Phil Morrison,Embeth Davidtz
Dominion,Drama,2005,5.2,11000.0,Paul Schrader,Stellan Skarsgård
Battle in Heaven,Crime,2005,5.6,6100.0,Carlos Reygadas,Marcos Hernández
Little Manhattan,Comedy,2005,7.5,23000.0,Mark Levin,Josh Hutcherson
Dreamer,Drama,2005,6.8,12000.0,John Gatins,Kurt Russell
Black,Drama,2005,8.2,34000.0,Sanjay Leela Bhansali,Amitabh Bachchan
Factotum,Comedy,2005,6.6,14000.0,Bent Hamer,Matt Dillon
Beowulf & Grendel,Action,2005,5.8,18000.0,Sturla Gunnarsson,Hringur Ingvarsson
Joyeux Noel,Drama,2005,7.7,28000.0,Christian Carion,Diane Kruger
Dirty Love,Comedy,2005,3.6,6800.0,John Asher,Jenny McCarthy
Everything Is Illuminated,Comedy,2005,7.4,57000.0,Liev Schreiber,Elijah Wood
Thumbsucker,Comedy,2005,6.6,21000.0,Mike Mills,Lou Taylor Pucci
Rebound,Comedy,2005,5.2,13000.0,Steve Carr,Martin Lawrence
The Departed,Crime,2006,8.5,1200000.0,Martin Scorsese,Leonardo DiCaprio
The Fast and the Furious: Tokyo Drift,Action,2006,6.0,252000.0,Justin Lin,Lucas Black
Talladega Nights: the Ballad of Ricky Bobby,Comedy,2006,6.6,172000.0,Adam McKay,Will Ferrell
The Prestige,Drama,2006,8.5,1200000.0,Christopher Nolan,Christian Bale
Cars,Animation,2006,7.1,381000.0,John Lasseter,Owen Wilson
300,Action,2006,7.6,750000.0,Zack Snyder,Gerard Butler
The Devil Wears Prada,Comedy,2006,6.9,385000.0,David Frankel,Anne Hathaway
Casino Royale,Action,2006,8.0,594000.0,Martin Campbell,Daniel Craig
Pan's Labyrinth,Drama,2006,8.2,631000.0,Guillermo del Toro,Ivana Baquero
Pirates of the Caribbean: Dead Man's Chest,Action,2006,7.3,668000.0,Gore Verbinski,Johnny Depp
Idiocracy,Adventure,2006,6.6,150000.0,Mike Judge,Luke Wilson
Apocalypto,Action,2006,7.8,297000.0,Mel Gibson,Gerardo Taracena
She's the Man,Comedy,2006,6.3,149000.0,Andy Fickman,Amanda Bynes
Little Children,Drama,2006,7.5,107000.0,Todd Field,Kate Winslet
Children of Men,Adventure,2006,7.9,474000.0,Alfonso Cuarón,Julianne Moore
The Da Vinci Code,Mystery,2006,6.6,410000.0,Ron Howard,Tom Hanks
The Pursuit of Happyness,Biography,2006,8.0,465000.0,Gabriele Muccino,Will Smith
Little Miss Sunshine,Comedy,2006,7.8,450000.0,Jonathan Dayton,Steve Carell
The Last King of Scotland,Biography,2006,7.7,179000.0,Kevin Macdonald,James McAvoy
Blood Diamond,Adventure,2006,8.0,511000.0,Edward Zwick,Leonardo DiCaprio
The Lives of Others,Drama,2006,8.4,368000.0,Florian Henckel von Donnersmarck,Ulrich Mühe
Night at the Museum,Adventure,2006,6.4,323000.0,Shawn Levy,Ben Stiller
Mission: Impossible III,Action,2006,6.9,337000.0,J.J. Abrams,Tom Cruise
Marie Antoinette,Biography,2006,6.5,104000.0,Sofia Coppola,Kirsten Dunst
Inside Man,Crime,2006,7.6,350000.0,Spike Lee,Denzel Washington
Running Scared,Action,2006,7.3,98000.0,Wayne Kramer,Paul Walker
Accepted,Comedy,2006,6.4,127000.0,Steve Pink,Justin Long
Superman Returns,Action,2006,6.0,274000.0,Bryan Singer,Brandon Routh
Slither,Comedy,2006,6.5,76000.0,James Gunn,Nathan Fillion
Nacho Libre,Comedy,2006,5.8,83000.0,Jared Hess,Jack Black
The Covenant,Action,2006,5.3,48000.0,Renny Harlin,Steven Strait
The Hills Have Eyes,Horror,2006,6.4,162000.0,Alexandre Aja,Ted Levine
The Fountain,Drama,2006,7.2,232000.0,Darren Aronofsky,Hugh Jackman
X-Men: the Last Stand,Action,2006,6.7,491000.0,Brett Ratner,Patrick Stewart
Underworld: Evolution,Action,2006,6.7,193000.0,Len Wiseman,Kate Beckinsale
Click,Comedy,2006,6.4,313000.0,Frank Coraci,Adam Sandler
The Holiday,Comedy,2006,6.9,258000.0,Nancy Meyers,Kate Winslet
Silent Hill,Horror,2006,6.5,217000.0,Christophe Gans,Radha Mitchell
Basic Instinct 2,Drama,2006,4.3,38000.0,Michael Caton-Jones,Sharon Stone
The Black Dahlia,Crime,2006,5.6,72000.0,Brian De Palma,Josh Hartnett
Perfume: The Story of a Murderer,Crime,2006,7.5,239000.0,Tom Tykwer,Ben Whishaw
Lucky Number Slevin,Crime,2006,7.7,303000.0,Paul McGuigan,Josh Hartnett
Smokin' Aces,Action,2006,6.7,140000.0,Joe Carnahan,Jeremy Piven
This Is England,Crime,2006,7.7,117000.0,Shane Meadows,Thomas Turgoose
Cashback,Comedy,2006,7.1,84000.0,Sean Ellis,Sean Biggerstaff
Deja Vu,Action,2006,7.0,298000.0,Tony Scott,Denzel Washington
Grandma's Boy,Comedy,2006,7.0,79000.0,Nicholaus Goossen,Allen Covert
RV,Adventure,2006,5.5,57000.0,Barry Sonnenfeld,Robin Williams
Tenacious D in the Pick of Destiny,Adventure,2006,6.8,104000.0,Liam Lynch,Jack Black
Black Book,Drama,2006,7.7,74000.0,Paul Verhoeven,Carice van Houten
Stick It,Comedy,2006,6.4,27000.0,Jessica Bendinger,Missy Peregrym
Step Up,Crime,2006,6.5,113000.0,Anne Fletcher,Channing Tatum
The Host,Action,2006,7.1,112000.0,Bong Joon Ho,Kang-ho Song
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2006,7.3,387000.0,Larry Charles,Sacha Baron Cohen
Snakes on a Plane,Action,2006,5.4,134000.0,David R. Ellis,Samuel L. Jackson
Lady in the Water,Drama,2006,5.5,96000.0,M. Night Shyamalan,Paul Giamatti
Crank,Action,2006,6.9,239000.0,Mark Neveldine,Jason Statham
The Illusionist,Drama,2006,7.6,360000.0,Neil Burger,Edward Norton
Over the Hedge,Animation,2006,6.7,164000.0,Tim Johnson,Bruce Willis
Final Destination 3,Horror,2006,5.8,133000.0,James Wong,Mary Elizabeth Winstead
Stranger Than Fiction,Comedy,2006,7.5,222000.0,Marc Forster,Will Ferrell
Alpha Dog,Biography,2006,6.9,100000.0,Nick Cassavetes,Emile Hirsch
Aquamarine,Comedy,2006,5.4,39000.0,Elizabeth Allen Rosenbaum,Emma Roberts
Scary Movie 4,Comedy,2006,5.1,116000.0,David Zucker,Anna Faris
The Fall,Adventure,2006,7.9,109000.0,Tarsem Singh,Lee Pace
John Tucker Must Die,Comedy,2006,5.8,81000.0,Betty Thomas,Jesse Metcalfe
The Good Shepherd,Drama,2006,6.7,100000.0,Robert De Niro,Matt Damon
Rocky Balboa,Action,2006,7.1,208000.0,Sylvester Stallone,Sylvester Stallone
Eragon,Action,2006,5.1,123000.0,Stefen Fangmeier,Ed Speleers
Dreamgirls,Drama,2006,6.5,71000.0,Bill Condon,Beyoncé
The Queen,Biography,2006,7.3,106000.0,Stephen Frears,Helen Mirren
Babel,Drama,2006,7.4,293000.0,Alejandro G. Iñárritu,Brad Pitt
A Good Year,Comedy,2006,7.0,91000.0,Ridley Scott,Russell Crowe
Miami Vice,Action,2006,6.0,112000.0,Michael Mann,Colin Farrell
Saw III,Crime,2006,6.2,183000.0,Darren Lynn Bousman,Tobin Bell
Happy Feet,Animation,2006,6.4,174000.0,George Miller,Elijah Wood
The Texas Chainsaw Massacre: the Beginning,Horror,2006,5.8,69000.0,Jonathan Liebesman,Jordana Brewster
Black Snake Moan,Drama,2006,6.9,62000.0,Craig Brewer,Christina Ricci
Paprika,Animation,2006,7.7,75000.0,Satoshi Kon,Megumi Hayashibara
Monster House,Animation,2006,6.6,106000.0,Gil Kenan,Mitchel Musso
Scoop,Comedy,2006,6.6,82000.0,Woody Allen,Scarlett Johansson
World Trade Center,Drama,2006,5.9,79000.0,Oliver Stone,Nicolas Cage
Employee of the Month,Comedy,2006,5.5,46000.0,Greg Coolidge,Jessica Simpson
Little Man,Comedy,2006,4.5,52000.0,Keenen Ivory Wayans,Shawn Wayans
The Benchwarmers,Comedy,2006,5.5,49000.0,Dennis Dugan,David Spade
Poseidon,Action,2006,5.7,100000.0,Wolfgang Petersen,Richard Dreyfuss
Flushed Away,Animation,2006,6.6,117000.0,David Bowers,Hugh Jackman
The Guardian,Action,2006,6.9,89000.0,Andrew Davis,Kevin Costner
Rescue Dawn,Action,2006,7.3,103000.0,Werner Herzog,Christian Bale
When a Stranger Calls,Horror,2006,5.1,44000.0,Simon West,Camilla Belle
A Scanner Darkly,Animation,2006,7.1,108000.0,Richard Linklater,Keanu Reeves
DOA: Dead or Alive,Action,2006,4.8,44000.0,Corey Yuen,Jaime Pressly
Shortbus,Comedy,2006,6.4,32000.0,John Cameron Mitchell,Sook-Yin Lee
Catch and Release,Comedy,2006,6.0,25000.0,Susannah Grant,Jennifer Garner
The Break-Up,Comedy,2006,5.8,128000.0,Peyton Reed,Jennifer Aniston
Tell No One,Crime,2006,7.5,52000.0,Guillaume Canet,François Cluzet
